,Type,Rooms,Bathroom,CarSpots,Landsize,BuildingArea,YearBuilt,Price,SellerG,DateSold,Suburb,DistanceFromCenter,Lattitude,Longtitude,Regionname
14 Danaher Av,house,3,1.0,1.0,502.0,77.0,1978.0,366000.0,Ray,2017-09-16,Wallan,44.2,-37.40853,144.97749,Northern Victoria
14 Davey St,house,3,1.0,1.0,,,,,,,Sunshine West,10.5,-37.78519,144.81294,Western Metropolitan
14 Davis Av,flat,3,2.0,1.0,,,,695000.0,Moonee,2017-03-09,Avondale Heights,9.5,-37.75923,144.85691,Western Metropolitan
14 Delhi St,house,4,3.0,4.0,623.0,214.0,1950.0,1410000.0,Woodards,2017-09-23,Bentleigh,11.4,-37.92588,145.04808,Southern Metropolitan
14 Delmont St,house,3,2.0,3.0,628.0,140.0,1960.0,730000.0,hockingstuart,2017-04-03,Albion,13.9,-37.7801,144.8121,Western Metropolitan
14 Denmark St,house,3,1.0,0.0,410.0,139.0,1920.0,,,,Kew,5.6,-37.8125,145.0283,Southern Metropolitan
14 Derby St,house,3,1.0,1.0,534.0,150.0,1980.0,610000.0,Jason,2017-10-21,Tullamarine,12.9,-37.69211,144.87562,Western Metropolitan
14 Derham St,house,4,2.0,2.0,730.0,,,1300000.0,Village,2017-05-27,Spotswood,6.2,-37.8257,144.87552,Western Metropolitan
14 Devenish Ct,house,3,1.0,2.0,542.0,107.0,1970.0,410000.0,Barry,2017-08-07,Westmeadows,16.5,-37.66948,144.90385,Northern Metropolitan
14 Devora Rd,house,4,2.0,2.0,530.0,213.0,1993.0,711000.0,Love,2017-10-21,Epping,19.6,-37.63722,145.04183,Northern Metropolitan
14 Dianne Dr,house,3,2.0,1.0,582.0,,,666000.0,Brad,2017-11-25,Tullamarine,12.9,-37.7064,144.8716,Western Metropolitan
14 Doon St,house,3,1.0,0.0,135.0,,1900.0,1430000.0,Marshall,2016-06-08,Prahran,4.5,-37.8495,144.9885,Southern Metropolitan
14 Doran Wk,house,3,,,,,,,,,Delahey,18.0,,,Western Metropolitan
14 Dover St,house,2,1.0,1.0,125.0,68.0,1900.0,930000.0,hockingstuart,2016-07-16,Cremorne,2.5,-37.8258,144.99200000000005,Northern Metropolitan
14 Downard Cr,house,3,,,,,,668400.0,Del,2017-11-25,Dandenong North,24.7,,,South-Eastern Metropolitan
14 Dumblane St,house,5,2.0,2.0,710.0,170.0,1955.0,1750000.0,RW,2016-10-15,Balwyn North,9.2,-37.7907,145.0916,Southern Metropolitan
14 Duncan Ct,house,4,2.0,4.0,744.0,,,675000.0,Barry,2017-08-07,Westmeadows,16.5,-37.6815,144.87892,Northern Metropolitan
14 Dundas Pl,house,3,2.0,0.0,251.0,136.0,1900.0,,,,Albert Park,3.0,-37.8413,144.958,Southern Metropolitan
14 Eagle Av,house,2,1.0,1.0,459.0,,,,,,Kingsbury,12.1,-37.71548,145.03496,Northern Metropolitan
14 Earl St,house,3,3.0,0.0,116.0,157.0,2015.0,,,,Windsor,5.1,-37.8536,144.9942,Southern Metropolitan
14 Ebb St,house,3,2.0,2.0,612.0,154.0,1960.0,970000.0,hockingstuart,2017-07-22,Aspendale,21.5,-38.01596,145.09932,South-Eastern Metropolitan
14 Eglinton St,house,2,1.0,0.0,237.0,,,1013000.0,Raine,2016-10-15,Moonee Ponds,6.9,-37.769,144.91899999999995,Western Metropolitan
14 Elgin St,house,5,2.0,0.0,505.0,313.0,1880.0,,,,Hawthorn,5.3,-37.81555,145.02592,Southern Metropolitan
14 Elite Wy,house,4,2.0,2.0,,,,711000.0,RW,2018-06-01,South Morang,20.5,-37.62717,145.06965,Northern Metropolitan
14 Ellesmere La,house,2,,,,,,1250000.0,Jellis,2017-11-11,Prahran,4.6,,,Southern Metropolitan
14 Elwood St,house,3,2.0,1.0,591.0,,,,,,Surrey Hills,11.2,-37.8342,145.1018,Southern Metropolitan
14 Elysee Ct,house,4,2.0,2.0,539.0,,,780000.0,Brad,2016-08-22,Strathmore Heights,12.5,-37.7115,144.8966,Western Metropolitan
14 Emily St,house,3,2.0,2.0,721.0,,,1646000.0,Ray,2017-11-03,Carnegie,11.4,-37.8909,145.0648,Southern Metropolitan
14 Emu Av,house,5,,,,,,1850000.0,Greg,2017-05-20,Altona,13.8,,,Western Metropolitan
14 Enderby Ct,house,3,1.0,2.0,694.0,110.0,1960.0,797000.0,Douglas,2017-08-07,Braybrook,8.6,-37.79382,144.85107,Western Metropolitan
14 Errington Rd,house,5,2.0,2.0,650.0,,,,,,St Albans,14.0,-37.7447,144.81708,Western Metropolitan
14 Esla Dr,house,4,2.0,4.0,,,,,,,Roxburgh Park,20.6,-37.61849,144.93058,Northern Metropolitan
14 Essex St,house,3,1.0,3.0,636.0,120.0,1968.0,,,,Sunshine North,13.3,-37.7759,144.8448,Western Metropolitan
14 Esta St,house,3,,,,,,1230000.0,RW,2017-11-25,Blackburn North,13.4,,,Eastern Metropolitan
14 Eureka St,house,3,2.0,1.0,136.0,126.0,2003.0,,,,Richmond,2.4,-37.81122,145.00153999999995,Northern Metropolitan
14 Everard Rd,house,2,2.0,2.0,736.0,116.0,1960.0,937000.0,Carter,2017-08-26,Ringwood East,21.3,-37.80401,145.25225,Eastern Metropolitan
14 Fairhaven Bvd,house,3,2.0,2.0,511.0,126.0,2005.0,,,,Melton West,31.7,-37.6868,144.5546,Northern Victoria
14 Falconer St,house,3,1.0,1.0,225.0,,,1851000.0,Nelson,2016-11-19,Fitzroy North,3.5,-37.7852,144.9868,Northern Metropolitan
14 Fallons Wy,house,3,3.0,4.0,1028.0,175.0,1980.0,910000.0,Noel,2018-06-01,Bayswater,23.2,-37.84034000000001,145.25416,Eastern Metropolitan
14 Faussett St,house,2,1.0,,158.0,,,1610000.0,Greg,2017-11-18,Albert Park,3.0,-37.8418,144.9548,Southern Metropolitan
14 Fernleigh Dr,house,4,2.0,2.0,1513.0,,1993.0,,,,Mooroolbark,26.5,-37.79645,145.33427,Eastern Victoria
14 Field St,house,3,2.0,2.0,699.0,,,1620000.0,Buxton,2017-05-13,Hampton,13.7,-37.9453,145.0176,Southern Metropolitan
14 Findon Cr,house,5,,,,,,3620000.0,RT,2016-10-12,Kew,5.6,,,Southern Metropolitan
14 Finlay St,house,4,2.0,2.0,431.0,,,1028000.0,Village,2017-02-25,Yarraville,7.0,-37.8186,144.8764,Western Metropolitan
14 Fitzgerald Rd,house,3,2.0,6.0,,142.0,1985.0,,,,Hallam,32.3,-38.00692,145.27931,South-Eastern Metropolitan
14 Fleming St,house,3,1.0,2.0,417.0,,,,,,Brunswick West,5.2,-37.77293,144.94595,Northern Metropolitan
14 Florence St,house,3,1.0,2.0,543.0,163.0,1970.0,977000.0,Buxton,2016-11-19,Bentleigh East,13.9,-37.9242,145.0705,Southern Metropolitan
14 Foden St,house,3,1.0,2.0,423.0,,,1255000.0,Barry,2018-06-01,Brunswick West,5.2,-37.77112,144.94732,Northern Metropolitan
14 Fountaine Av,house,4,3.0,2.0,569.0,240.0,1920.0,2090000.0,Marshall,2017-10-28,Malvern East,8.4,-37.88247,145.06621,Southern Metropolitan
14 Freeman St,house,4,,,,,,,,,Balwyn,7.9,,,Southern Metropolitan
14 Fuller St,house,4,3.0,2.0,705.0,,2012.0,898000.0,Mason,2017-12-08,Diamond Creek,21.8,-37.67309,145.14645,Northern Victoria
14 Gale St,house,2,1.0,,,84.0,1900.0,765000.0,Barry,2018-10-02,Brunswick East,4.0,-37.76935,144.97318,Northern Metropolitan
14 Garth Pl,house,3,2.0,1.0,210.0,,,441000.0,HAR,2017-12-08,Epping,19.6,-37.63463,145.03863,Northern Metropolitan
14 Gavin St,house,3,1.0,0.0,593.0,,,605000.0,YPA,2017-09-23,Jacana,14.0,-37.68775,144.90941999999995,Northern Metropolitan
14 Gilmour Rd,house,3,1.0,1.0,,,,,,,Bentleigh,11.4,-37.93105,145.04205,Southern Metropolitan
14 Glenauburn Rd,house,5,2.0,2.0,864.0,,,800000.0,Barry,2017-06-17,Lower Plenty,14.6,-37.72754000000001,145.11021000000005,Eastern Metropolitan
14 Glencairn Av,house,4,,,,,,,,,Brighton East,10.7,,,Southern Metropolitan
14 Glengala Ct,house,4,2.0,2.0,530.0,216.0,1980.0,900000.0,Hodges,2017-03-09,Mentone,20.0,-37.98368,145.09237,South-Eastern Metropolitan
14 Glenwood Dr,house,4,2.0,2.0,737.0,,,887500.0,hockingstuart,2017-07-29,Greensborough,16.1,-37.68433,145.11018,Northern Metropolitan
14 Glider St,house,4,4.0,2.0,512.0,341.0,2012.0,,,,Point Cook,14.7,-37.89981,144.72628999999995,Western Metropolitan
14 Gloucester Rd,house,4,3.0,1.0,310.0,180.0,2016.0,,,,Ashburton,11.0,-37.866,145.0884,Southern Metropolitan
14 Gloucester St,house,4,3.0,2.0,768.0,,,1327000.0,Ray,2017-05-27,Mount Waverley,14.2,-37.85896,145.11484,Eastern Metropolitan
14 Golding St,house,4,2.0,2.0,598.0,157.0,1905.0,,,,Canterbury,9.0,-37.8283,145.0845,Southern Metropolitan
14 Goodman St,house,3,1.0,1.0,406.0,106.0,1930.0,,,,Brunswick,5.2,-37.773,144.9571,Northern Metropolitan
14 Goshawk Ct,house,4,2.0,2.0,705.0,,,,,,Carrum Downs,34.9,-38.10694,145.17468,South-Eastern Metropolitan
14 Gowrie Ct,house,3,2.0,1.0,705.0,212.0,1986.0,530000.0,YPA,2017-10-28,Sunbury,31.7,-37.5613,144.72751,Western Metropolitan
14 Grandview Gr,house,3,1.0,2.0,670.0,,1950.0,1305000.0,Buxton,2017-10-28,Moorabbin,14.3,-37.94416,145.04601,Southern Metropolitan
14 Greenglade Ct,house,3,2.0,0.0,,168.0,1970.0,831000.0,Ray,2017-10-21,Bayswater,23.2,-37.85106,145.26135,Eastern Metropolitan
14 Greta St,house,2,1.0,2.0,,,,817500.0,RT,2017-11-25,Greensborough,16.1,-37.7072,145.0918,Northern Metropolitan
14 Grey Ct,house,4,1.0,1.0,694.0,,,800000.0,hockingstuart,2017-07-10,Coburg,6.7,-37.73686,144.97879,Northern Metropolitan
14 Grice Cr,house,3,,,,,,1000000.0,Nelson,2017-08-04,Essendon,8.0,,,Western Metropolitan
14 Grove Gdns,house,4,2.0,2.0,,182.0,1998.0,717000.0,O'Brien,2017-10-28,Berwick,35.2,-38.05581,145.3398,Eastern Victoria
14 Grovedale Rd,house,4,2.0,2.0,627.0,300.0,,2285000.0,Lindellas,2017-10-21,Surrey Hills,10.2,-37.81582,145.09443000000005,Southern Metropolitan
14 Haig St,house,4,2.0,2.0,460.0,170.0,2011.0,622000.0,Ray,2017-10-28,Mernda,25.9,-37.59641,145.08809,Northern Metropolitan
14 Haldane Rd,house,3,1.0,1.0,650.0,,,1020000.0,Barry,2017-02-25,Niddrie,11.2,-37.7352,144.8845,Western Metropolitan
14 Haldane St,house,3,1.0,2.0,645.0,102.0,1950.0,920000.0,Buxton,2017-08-26,Bonbeach,27.0,-38.06688,145.12398000000005,South-Eastern Metropolitan
14 Hampshire Rd,house,4,1.0,1.0,607.0,,1960.0,950000.0,Noel,2017-09-23,Forest Hill,15.4,-37.84137,145.17911999999995,Eastern Metropolitan
14 Hancock Dr,house,3,2.0,2.0,640.0,,1980.0,791100.0,Ray,2017-09-23,Ferntree Gully,24.8,-37.89335,145.27924,Eastern Metropolitan
14 Hanley St,house,3,1.0,2.0,590.0,118.0,1960.0,865000.0,Brad,2017-10-28,Avondale Heights,9.5,-37.76092,144.85603,Western Metropolitan
14 Hardiman St,house,3,1.0,1.0,199.0,121.0,1910.0,1470000.0,Nelson,2017-04-03,Kensington,4.2,-37.7957,144.93200000000004,Northern Metropolitan
14 Hartington St,house,3,2.0,4.0,563.0,,1950.0,730000.0,Stockdale,2017-05-20,Glenroy,13.0,-37.702,144.9173,Northern Metropolitan
14 Hartland Rd,house,5,3.0,3.0,842.0,,,1425000.0,McGrath,2017-06-24,Vermont South,17.2,-37.85841,145.18248,Eastern Metropolitan
14 Harts Pde,house,4,1.0,2.0,668.0,,,2735000.0,hockingstuart,2017-11-18,Hawthorn East,6.2,-37.8321,145.0447,Southern Metropolitan
14 Hawthorn Ct,house,3,1.0,2.0,610.0,,1974.0,590000.0,Nelson,2016-03-12,Keilor East,12.8,-37.7455,144.8484,Western Metropolitan
14 Hawthorn St,house,4,2.0,2.0,420.0,217.0,1940.0,,,,Coburg,7.8,-37.7512,144.9518,Northern Metropolitan
14 Hedderwick St,house,4,3.0,4.0,707.0,,,1550000.0,Noel,2016-06-18,Balwyn North,9.2,-37.8005,145.0986,Southern Metropolitan
14 Hedgeley Av,house,5,3.0,3.0,,410.0,1930.0,4500000.0,Marshall,2017-11-25,Malvern East,8.4,-37.8682,145.0586,Southern Metropolitan
14 Henry St,house,2,1.0,2.0,238.0,,,1112000.0,Nelson,2016-12-06,Northcote,5.5,-37.7732,144.9957,Northern Metropolitan
14 Herbert St,house,3,1.0,2.0,322.0,,,585000.0,Barry,2016-09-17,Avondale Heights,10.5,-37.7686,144.8576,Western Metropolitan
14 Highbury St,house,5,3.0,2.0,944.0,,,,,,Balwyn North,9.7,-37.79441,145.07268,Southern Metropolitan
14 Hilda Wy,house,4,2.0,4.0,,226.0,2008.0,847500.0,O'Brien,2017-07-10,Cranbourne,34.7,-38.11201,145.26673,South-Eastern Metropolitan
14 Hoadley Av,house,3,1.0,2.0,835.0,118.0,1960.0,810000.0,Ash,2017-08-07,Frankston South,38.0,-38.15983,145.11351000000005,South-Eastern Metropolitan
14 Hogan St,house,4,2.0,1.0,,,,475000.0,Raine,2017-10-28,Sunbury,31.7,-37.57315,144.72712,Western Metropolitan
14 Holbeach St,house,5,2.0,2.0,577.0,,,1523500.0,Fletchers,2017-06-17,Burwood East,14.7,-37.85919000000001,145.15851999999995,Eastern Metropolitan
14 Holland Cr,house,4,,,,,,533000.0,RW,2017-05-27,Truganina,18.4,,,Western Metropolitan
14 Hollsmoor Rd,house,3,1.0,1.0,891.0,,,2155000.0,Noel,2016-09-24,Camberwell,7.8,-37.8408,145.0905,Southern Metropolitan
14 Holmhurst Ct,house,4,3.0,4.0,708.0,275.0,1950.0,1700000.0,Buxton,2016-10-12,Brighton East,10.7,-37.9299,145.015,Southern Metropolitan
14 Hopkins Wy,house,3,2.0,2.0,,132.0,1990.0,490000.0,HAR,2017-09-09,Meadow Heights,17.4,-37.64172,144.9245,Northern Metropolitan
14 Horham Ct,house,4,1.0,3.0,535.0,136.0,1970.0,,,,St Albans,14.0,-37.74664,144.81466,Western Metropolitan
14 Hosking Ct,house,3,2.0,2.0,260.0,164.0,1994.0,1260000.0,Williams,2017-10-28,Williamstown,6.8,-37.85759,144.87952,Western Metropolitan
14 Howard St,house,4,1.0,2.0,333.0,137.0,1970.0,773000.0,Biggin,2016-07-30,Maidstone,9.2,-37.7893,144.8818,Western Metropolitan
14 Humevale Ct,house,3,1.0,2.0,,106.0,1975.0,485500.0,YPA,2017-07-10,Meadow Heights,17.4,-37.65591,144.92053,Northern Metropolitan
14 Hunter St,house,3,1.0,1.0,309.0,,,2640000.0,hockingstuart,2017-03-18,Richmond,2.6,-37.82,145.0054,Northern Metropolitan
14 Hutchinson St,house,3,1.0,2.0,104.0,118.0,2000.0,998000.0,Nelson,2016-04-23,Brunswick East,4.5,-37.7723,144.9761,Northern Metropolitan
14 Ibis Pl,townhouse,3,2.0,2.0,,,2017.0,710000.0,Woodards,2017-07-10,Thornbury,7.0,-37.76107,145.02639,Northern Metropolitan
14 Illawarra St,house,2,1.0,0.0,166.0,,1986.0,940000.0,RT,2016-10-12,Williamstown,8.0,-37.8695,144.9009,Western Metropolitan
14 Illoura St,house,3,1.0,1.0,653.0,,,601000.0,Darren,2016-06-27,Watsonia,14.9,-37.7163,145.08700000000005,Northern Metropolitan
14 Ilma Ct,house,4,2.0,2.0,890.0,345.0,1995.0,,,,Bulleen,10.8,-37.76663,145.07952,Eastern Metropolitan
14 Indra Rd,house,3,1.0,2.0,579.0,126.0,1960.0,1264000.0,Noel,2017-06-24,Blackburn South,13.4,-37.83831,145.13985,Eastern Metropolitan
14 Invermay Gr,house,3,1.0,1.0,625.0,135.0,1960.0,945000.0,Miles,2016-07-26,Rosanna,11.4,-37.7412,145.0642,Eastern Metropolitan
14 Iramoo St,house,4,4.0,2.0,613.0,340.0,2009.0,3050000.0,RT,2017-06-17,Balwyn,7.9,-37.81167,145.08595,Southern Metropolitan
14 Irvine St,house,3,2.0,2.0,,,,1215000.0,Nelson,2017-10-14,Pascoe Vale,8.5,-37.73376,144.94201,Northern Metropolitan
14 Irving St,house,3,4.0,2.0,950.0,,,4900000.0,Kay,2017-03-06,Malvern,5.9,-37.85905,145.03229,Southern Metropolitan
14 Irymple Av,house,4,,,,,,2908000.0,Bekdon,2016-08-10,Kew East,7.5,,,Southern Metropolitan
14 James Cr,house,2,,,,,,905000.0,Hodges,2016-10-12,Hampton,13.7,,,Southern Metropolitan
14 James St,house,3,1.0,1.0,252.0,120.0,,900000.0,Sweeney,2017-06-17,Seddon,5.1,-37.80552,144.88889,Western Metropolitan
14 Jasmine Dr,house,3,2.0,1.0,555.0,196.0,1990.0,668000.0,Ray,2017-07-29,Mill Park,17.9,-37.6764,145.05085,Northern Metropolitan
14 Jasper Rd,house,3,1.0,1.0,690.0,102.0,1950.0,1210000.0,Buxton,2017-07-10,Bentleigh,11.4,-37.93199,145.03939,Southern Metropolitan
14 Jenkins St,house,3,1.0,2.0,582.0,,1932.0,1400000.0,McGrath,2016-08-28,Northcote,5.5,-37.7651,145.0062,Northern Metropolitan
14 John St,house,3,1.0,2.0,650.0,,,1617000.0,Buxton,2017-06-17,Bentleigh East,13.8,-37.91905,145.05597,Southern Metropolitan
14 Jolimont Rd,house,3,2.0,2.0,,195.0,1970.0,1100000.0,Noel,2017-09-23,Forest Hill,15.4,-37.84332,145.17308,Eastern Metropolitan
14 Jubilee St,house,3,1.0,4.0,600.0,130.0,,1060000.0,Sweeney,2016-10-12,Newport,8.4,-37.8472,144.8707,Western Metropolitan
14 Judith St,house,3,2.0,1.0,,,,1337500.0,Noel,2017-10-28,Burwood,10.4,-37.85167,145.10878,Southern Metropolitan
14 Kalista Ct,house,4,2.0,2.0,570.0,,,,,,Burwood East,14.7,-37.85794,145.15478000000004,Eastern Metropolitan
14 Kandanga Gr,house,3,1.0,1.0,604.0,96.0,1960.0,1075000.0,Jellis,2016-12-11,Bulleen,11.8,-37.7711,145.0928,Eastern Metropolitan
14 Kanowna St,house,3,1.0,2.0,697.0,,,1850000.0,McGrath,2017-09-09,Hampton,13.8,-37.94435,145.00927,Southern Metropolitan
14 Kathleen St,house,3,,,,,,1060000.0,Barry,2017-08-07,Rosanna,8.9,,,Eastern Metropolitan
14 Kawarren St,house,4,2.0,2.0,673.0,185.0,1960.0,1750000.0,Kay,2017-04-03,Balwyn North,9.2,-37.7856,145.0918,Southern Metropolitan
14 Kellaway St,house,4,2.0,3.0,,,,,,,Mount Waverley,14.2,-37.8635,145.1414,Eastern Metropolitan
14 Kenross Ct,house,3,2.0,1.0,531.0,,,697500.0,Sweeney,2016-08-28,Braybrook,10.8,-37.7929,144.8462,Western Metropolitan
14 Kerr St,house,4,2.0,1.0,592.0,,,1562000.0,Noel,2017-06-24,Blackburn,13.4,-37.81175,145.14213999999996,Eastern Metropolitan
14 Killeen St,house,3,1.0,1.0,591.0,103.0,1971.0,470000.0,Homes,2016-06-27,Sunshine West,13.5,-37.7987,144.8196,Western Metropolitan
14 King St,house,3,1.0,0.0,309.0,,,1300000.0,hockingstuart,2016-11-27,Fitzroy North,3.5,-37.776,144.9832,Northern Metropolitan
14 Kinkora Rd,house,2,1.0,2.0,519.0,,,875000.0,hockingstuart,2017-07-29,Reservoir,12.0,-37.73019,145.01712,Northern Metropolitan
14 Kinlock Av,house,3,,,,,,1180000.0,Thomson,2016-05-28,Murrumbeena,12.1,,,Southern Metropolitan
14 Kinsale Cr,house,4,,,,,,1820000.0,Marshall,2017-02-25,Balwyn,9.7,,,Southern Metropolitan
14 Kipling St,house,5,2.0,1.0,611.0,257.0,1908.0,,,,St Kilda,6.1,-37.864,144.9896,Southern Metropolitan
14 Kirwana Gr,house,4,2.0,3.0,,240.0,,1050000.0,Barry,2017-08-19,Montmorency,16.2,-37.7252,145.13148,Eastern Metropolitan
14 Knight St,house,3,2.0,2.0,496.0,,,1195000.0,Nelson,2016-11-19,Aberfeldie,9.1,-37.7559,144.8991,Western Metropolitan
14 Lake St,house,3,,,,,,820000.0,Nelson,2017-11-25,Avondale Heights,9.5,,,Western Metropolitan
14 Lalor St,house,4,,,,,,1450000.0,RT,2016-07-26,Port Melbourne,3.8,,,Southern Metropolitan
14 Landau Dr,house,4,,,,,,,,,Warranwood,19.9,,,Eastern Metropolitan
14 Lane Cr,house,3,,,,,,880000.0,Ray,2017-08-07,Reservoir,12.0,,,Northern Metropolitan
14 Langford Cr,house,3,,,,,,950000.0,Ray,2017-10-28,Donvale,16.1,,,Eastern Metropolitan
14 Lantana Av,house,5,,,,,,540000.0,Sweeney,2017-09-23,Hoppers Crossing,18.4,,,Western Metropolitan
14 Latrobe St,house,4,,,,,,1802000.0,Gary,2016-03-09,Caulfield South,9.3,,,Southern Metropolitan
14 Laura Gr,house,3,,,,,,730000.0,Moonee,2016-08-28,Avondale Heights,10.5,,,Western Metropolitan
14 Leichardt Cr,house,3,,,,,,567000.0,hockingstuart,2016-04-16,Reservoir,11.2,,,Northern Metropolitan
14 Lennox St,house,3,1.0,1.0,248.0,,,1020000.0,Jas,2017-03-18,Yarraville,7.0,-37.8157,144.8925,Western Metropolitan
14 Leon St,house,4,2.0,2.0,717.0,,,1280000.0,O'Brien,2018-03-02,Cheltenham,17.9,-37.96072,145.06125,Southern Metropolitan
14 Lesney St,house,2,1.0,0.0,240.0,103.0,1890.0,,,,Richmond,2.6,-37.8269,144.9987,Northern Metropolitan
14 Leviticus St,house,4,2.0,2.0,,,,,,,Epping,19.6,-37.62174,145.0008,Northern Metropolitan
14 Lincoln St,house,4,3.0,2.0,106.0,,,,,,Richmond,2.6,-37.8129,145.0011,Northern Metropolitan
14 Lloyds Av,townhouse,4,2.0,2.0,,169.0,2000.0,985000.0,Besser,2017-03-09,Caulfield East,8.4,-37.88605,145.04469,Southern Metropolitan
14 Lotus Cr,house,3,1.0,3.0,654.0,,,,,,Mulgrave,18.8,-37.92865,145.17466000000005,South-Eastern Metropolitan
14 Lovett Dr,house,4,3.0,2.0,789.0,,,1160000.0,Moonee,2016-07-05,Avondale Heights,10.5,-37.7537,144.8729,Western Metropolitan
14 Lucerne St,house,3,1.0,1.0,605.0,111.0,1950.0,1415000.0,Buxton,2016-06-27,Ashburton,11.0,-37.8703,145.0774,Southern Metropolitan
14 Lynch Av,house,5,,,,,,,,,Bundoora,12.1,,,Northern Metropolitan
14 Lyndhurst Cr,house,4,,,,,,,,,Hawthorn,4.6,,,Southern Metropolitan
14 Lyons St,house,3,1.0,1.0,548.0,,,,,,Carnegie,11.4,-37.895,145.0476,Southern Metropolitan
14 MacKenzie Ct,house,3,1.0,1.0,,130.0,1971.0,1020000.0,Philip,2017-09-09,Croydon South,23.0,-37.81299,145.27199,Eastern Metropolitan
14 MacKenzie St,house,3,1.0,1.0,767.0,132.0,1960.0,780000.0,Barry,2017-11-25,Reservoir,12.0,-37.7039,144.9858,Northern Metropolitan
14 Madden St,house,2,1.0,2.0,318.0,,,830000.0,Rendina,2016-11-27,Maidstone,9.2,-37.7898,144.8817,Western Metropolitan
14 Malane St,house,3,2.0,1.0,,,,,,,Bentleigh East,13.8,-37.91933,145.05487,Southern Metropolitan
14 Malcolm Ct,house,6,4.0,2.0,1216.0,278.0,1975.0,,,,Ringwood East,21.3,-37.81876,145.25497,Eastern Metropolitan
14 Malmsbury St,house,3,1.0,0.0,218.0,108.0,1890.0,1420000.0,Marshall,2016-07-05,Hawthorn,4.6,-37.8214,145.0437,Southern Metropolitan
14 Malta St,house,2,1.0,1.0,,,,,,,Ivanhoe,7.8,-37.7596,145.032,Eastern Metropolitan
14 Malua Cr,house,3,2.0,2.0,615.0,132.0,1982.0,726000.0,Love,2017-07-15,Mill Park,17.9,-37.67519,145.06201,Northern Metropolitan
14 Margaret St,house,2,1.0,1.0,640.0,,1900.0,1300000.0,hockingstuart,2016-11-27,Carnegie,11.4,-37.891,145.0636,Southern Metropolitan
14 Marie St,house,3,1.0,3.0,757.0,,,892000.0,Nelson,2016-03-09,Oak Park,11.5,-37.718,144.9174,Northern Metropolitan
14 Maritana Av,house,4,,,,,,,,,Reservoir,11.2,,,Northern Metropolitan
14 Marjory St,house,3,1.0,2.0,584.0,121.0,1965.0,631000.0,Harcourts,2017-07-22,Thomastown,15.3,-37.6819,145.02293999999995,Northern Metropolitan
14 Marlborough Av,house,5,,,,,,3360000.0,Marshall,2016-10-09,Camberwell,7.8,,,Southern Metropolitan
14 Marsham Rd,house,3,1.0,2.0,,,,1400000.0,hockingstuart,2017-09-12,Mount Waverley,14.2,-37.86275,145.13326999999995,Eastern Metropolitan
14 Mavis Cr,house,3,1.0,2.0,,140.0,1970.0,667000.0,YPA,2017-07-10,Kings Park,14.0,-37.73286,144.77928,Western Metropolitan
14 Mayfair Cl,house,3,1.0,1.0,571.0,,1870.0,588000.0,Stockdale,2017-10-14,Gladstone Park,12.9,-37.68651,144.89338999999995,Western Metropolitan
14 McCrae Mw,house,3,,,,,,1710000.0,Jellis,2017-07-22,Richmond,2.4,,,Northern Metropolitan
14 McIlwrick St,house,2,1.0,1.0,258.0,,,1300000.0,hockingstuart,2017-09-16,Windsor,4.6,-37.85591,144.99356,Southern Metropolitan
14 McInnes Cl,house,4,2.0,2.0,641.0,242.0,1983.0,610000.0,Barry,2018-10-02,Sunbury,31.7,-37.5732,144.71182,Western Metropolitan
14 Medlar Ct,house,3,2.0,1.0,661.0,141.0,1990.0,650000.0,Ray,2017-07-29,Mill Park,17.9,-37.66898,145.07209,Northern Metropolitan
14 Members Dr,house,5,4.0,2.0,440.0,,,1600000.0,Buxton,2017-09-12,Doncaster,12.4,-37.7864,145.11434,Eastern Metropolitan
14 Menzies St,house,2,1.0,2.0,,96.0,1960.0,831500.0,Sweeney,2017-10-28,Braybrook,8.6,-37.78201,144.85302,Western Metropolitan
14 Merton St,house,2,1.0,0.0,215.0,,1900.0,,,,Albert Park,3.3,-37.8405,144.953,Southern Metropolitan
14 Milford Gr,house,4,4.0,2.0,1215.0,,,1720000.0,Miles,2016-11-27,Rosanna,11.4,-37.7387,145.0729,Eastern Metropolitan
14 Milroy St,house,4,2.0,2.0,674.0,183.0,1950.0,2504000.0,Marshall,2016-03-12,Brighton East,10.7,-37.9022,145.0125,Southern Metropolitan
14 Mimosa Av,house,3,,,,,,1200500.0,Buxton,2016-11-19,Oakleigh South,14.7,,,South-Eastern Metropolitan
14 Monomeath Av,house,5,,,,,,5110000.0,Jellis,2016-05-28,Canterbury,9.0,,,Southern Metropolitan
14 Mons Pde,house,3,2.0,2.0,667.0,,,752000.0,HAR,2017-07-15,Noble Park,22.7,-37.96814000000001,145.17888,South-Eastern Metropolitan
14 Moona St,house,4,1.0,,629.0,155.0,1960.0,1351000.0,Fletchers,2017-10-14,Burwood East,14.7,-37.85292000000001,145.13868,Eastern Metropolitan
14 Moore St,house,2,1.0,0.0,161.0,82.0,1900.0,1214000.0,hockingstuart,2017-08-04,South Yarra,3.3,-37.8454,144.9891,Southern Metropolitan
14 Mora Av,house,3,,,,,,1170000.0,Ray,2017-05-27,Oakleigh,12.3,,,Southern Metropolitan
14 Moray St,house,3,2.0,1.0,,,,1285000.0,Woodards,2017-09-09,Bentleigh East,13.8,-37.92463,145.05678999999995,Southern Metropolitan
