Address;Suburb;DistanceFromCenter;Lattitude;Longtitude;Regionname
101/361 Glenferrie Rd;Malvern;7,4;-37,851;145,03;Southern Metropolitan
20 Gordon Gr;Malvern;7,4;-37,8638;145,0298;Southern Metropolitan
58 Horace St;Malvern;7,4;-37,8602;145,0399;Southern Metropolitan
50 Hunter St;Malvern;7,4;-37,868;145,03799999999998;Southern Metropolitan
8/6 Irving St;Malvern;7,4;-37,8597;145,0322;Southern Metropolitan
1 McArthur St;Malvern;7,4;-37,8573;145,0389;Southern Metropolitan
82 Milton Pde;Malvern;7,4;-37,8499;145,0414;Southern Metropolitan
3 Pine Gr;Malvern;7,4;-37,8618;145,0311;Southern Metropolitan
5 Shaftesbury Av;Malvern;7,4;;;Southern Metropolitan
17 Spring Rd;Malvern;7,4;;;Southern Metropolitan
3/197 Wattletree Rd;Malvern;7,4;-37,8631;145,0353;Southern Metropolitan
6/31 Claremont Av;Malvern;7,4;;;Southern Metropolitan
5a Ewart St;Malvern;7,4;-37,871;145,0364;Southern Metropolitan
8/236 Wattletree Rd;Malvern;7,4;-37,8637;145,0373;Southern Metropolitan
11 Childers Rd;Malvern;7,4;-37,8686;145,03799999999998;Southern Metropolitan
122/14 Elizabeth St;Malvern;7,4;-37,8514;145,0361;Southern Metropolitan
53 Elizabeth St;Malvern;7,4;-37,8477;145,0365;Southern Metropolitan
3/3 Irving St;Malvern;7,4;-37,8597;145,0318;Southern Metropolitan
2/5 Moorakyne Av;Malvern;7,4;;;Southern Metropolitan
120 Stanhope St;Malvern;7,4;-37,8595;145,0392;Southern Metropolitan
4/8 Park St;Malvern;7,4;-37,8563;145,0369;Southern Metropolitan
1/58 Cawkwell St;Malvern;7,4;-37,854;145,041;Southern Metropolitan
5 Northbrook Av;Malvern;7,4;;;Southern Metropolitan
13/200 Wattletree Rd;Malvern;7,4;-37,8633;145,0336;Southern Metropolitan
15 Winter St;Malvern;7,4;-37,86;145,0305;Southern Metropolitan
36 Hunter St;Malvern;7,4;-37,8679;145,0368;Southern Metropolitan
17 McKinley Av;Malvern;7,4;;;Southern Metropolitan
117 Stanhope St;Malvern;7,4;-37,8592;145,0394;Southern Metropolitan
42 Victoria Rd;Malvern;7,4;;;Southern Metropolitan
25/158 Wattletree Rd;Malvern;7,4;;;Southern Metropolitan
31a Winter St;Malvern;7,4;-37,8603;145,0322;Southern Metropolitan
9 Chanak St;Malvern East;11,2;-37,8726;145,0396;Southern Metropolitan
1/13 Goode St;Malvern East;11,2;-37,8833;145,0697;Southern Metropolitan
44 Thurso St;Malvern East;11,2;-37,8747;145,0836;Southern Metropolitan
375 Waverley Rd;Malvern East;11,2;-37,8779;145,0651;Southern Metropolitan
18 Albert St;Malvern East;11,2;-37,876;145,0639;Southern Metropolitan
26 Boston Av;Malvern East;11,2;;;Southern Metropolitan
1/52 Bowen St;Malvern East;11,2;-37,8832;145,0779;Southern Metropolitan
23 Clynden Av;Malvern East;11,2;;;Southern Metropolitan
8 Dundonald Av;Malvern East;11,2;;;Southern Metropolitan
41 Emo Rd;Malvern East;11,2;-37,8757;145,0518;Southern Metropolitan
78 Emo Rd;Malvern East;11,2;-37,8755;145,0523;Southern Metropolitan
11 Findon St;Malvern East;11,2;-37,8717;145,0399;Southern Metropolitan
5 Hughes St;Malvern East;11,2;-37,8815;145,0558;Southern Metropolitan
1894 Malvern Rd;Malvern East;11,2;-37,8724;145,0628;Southern Metropolitan
16A Manning Rd;Malvern East;11,2;-37,8727;145,0458;Southern Metropolitan
19 Millewa Av;Malvern East;11,2;;;Southern Metropolitan
35 Warley Rd;Malvern East;11,2;-37,8786;145,0495;Southern Metropolitan
32/997 Dandenong Rd;Malvern East;11,2;;;Southern Metropolitan
1281B Dandenong Rd;Malvern East;11,2;-37,8845;145,072;Southern Metropolitan
3/919 Dandenong Rd;Malvern East;11,2;-37,8769;145,0471;Southern Metropolitan
1 Deakin St;Malvern East;11,2;-37,8645;145,041;Southern Metropolitan
17 Findon St;Malvern East;11,2;-37,8717;145,0403;Southern Metropolitan
26 Fisher St;Malvern East;11,2;-37,8811;145,0574;Southern Metropolitan
4/2 Green Gables Av;Malvern East;11,2;;;Southern Metropolitan
12 Hilda St;Malvern East;11,2;-37,8742;145,0614;Southern Metropolitan
5 Langville Ct;Malvern East;11,2;;;Southern Metropolitan
3/6 Peverill St;Malvern East;11,2;-37,8796;145,0876;Southern Metropolitan
17 The Grange;Malvern East;11,2;-37,8753;145,0532;Southern Metropolitan
32 Tooronga Rd;Malvern East;11,2;-37,8716;145,0389;Southern Metropolitan
2/240 Waverley Rd;Malvern East;11,2;;;Southern Metropolitan
5 Anfield Ct;Malvern East;11,2;-37,8783;145,0869;Southern Metropolitan
31 Berrima Av;Malvern East;11,2;;;Southern Metropolitan
48 Darling Rd;Malvern East;11,2;-37,8798;145,059;Southern Metropolitan
38 MacGregor St;Malvern East;11,2;-37,8799;145,0552;Southern Metropolitan
2049 Malvern Rd;Malvern East;11,2;-37,8752;145,0656;Southern Metropolitan
2083 Malvern Rd;Malvern East;11,2;-37,876999999999995;145,067;Southern Metropolitan
3/88 Paxton St;Malvern East;11,2;-37,8716;145,0586;Southern Metropolitan
68 Beaver St;Malvern East;11,2;-37,8708;145,0468;Southern Metropolitan
34 Ferncroft Av;Malvern East;11,2;;;Southern Metropolitan
1/6 Ferncroft Av;Malvern East;11,2;;;Southern Metropolitan
3/35 Grant St;Malvern East;11,2;-37,8715;145,0533;Southern Metropolitan
15a Hedgeley Av;Malvern East;11,2;;;Southern Metropolitan
3/406 Wattletree Rd;Malvern East;11,2;-37,866;145,0549;Southern Metropolitan
19 Belgrave Rd;Malvern East;11,2;-37,8822;145,0677;Southern Metropolitan
2 Bruce St;Malvern East;11,2;-37,884;145,0713;Southern Metropolitan
13/997 Dandenong Rd;Malvern East;11,2;;;Southern Metropolitan
2/7 Gauntlet Rd;Malvern East;11,2;;;Southern Metropolitan
1872a Malvern Rd;Malvern East;11,2;-37,8708;145,0616;Southern Metropolitan
52 Abbotsford Av;Malvern East;11,2;;;Southern Metropolitan
2/82 Brunel St;Malvern East;11,2;-37,8706;145,0578;Southern Metropolitan
55 Emo Rd;Malvern East;11,2;-37,8747;145,05200000000002;Southern Metropolitan
12 Gauntlet Rd;Malvern East;11,2;-37,8826;145,0868;Southern Metropolitan
61 Repton Rd;Malvern East;11,2;-37,8789;145,0525;Southern Metropolitan
1/21 Camira St;Malvern East;11,2;-37,8912;145,0875;Southern Metropolitan
973 Dandenong Rd;Malvern East;11,2;-37,8797;145,0492;Southern Metropolitan
16 Davies St;Malvern East;11,2;-37,8664;145,05200000000002;Southern Metropolitan
349 Waverley Rd;Malvern East;11,2;-37,8775;145,0622;Southern Metropolitan
14/410 Waverley Rd;Malvern East;11,2;-37,8782;145,0649;Southern Metropolitan
8 Ash Gr;Malvern East;11,2;-37,8756;145,0561;Southern Metropolitan
46 Boston Av;Malvern East;11,2;;;Southern Metropolitan
2/919 Dandenong Rd;Malvern East;11,2;-37,8769;145,0471;Southern Metropolitan
95 Manning Rd;Malvern East;11,2;-37,8733;145,0532;Southern Metropolitan
3/1 Wilton Vale Cr;Malvern East;11,2;;;Southern Metropolitan
1039e Dandenong Rd;Malvern East;11,2;-37,8828;145,0528;Southern Metropolitan
50 The Boulevard;Malvern East;11,2;-37,8734;145,0887;Southern Metropolitan
43 Tooronga Rd;Malvern East;11,2;-37,8691;145,0389;Southern Metropolitan
4 Batesford Rd;Malvern East;11,2;-37,8769;145,0864;Southern Metropolitan
69 Beaver St;Malvern East;11,2;-37,8707;145,0482;Southern Metropolitan
19 Belson St;Malvern East;11,2;-37,8664;145,0452;Southern Metropolitan
1/3 Brunel St;Malvern East;11,2;-37,8692;145,0503;Southern Metropolitan
3/16 Carrum St;Malvern East;11,2;;;Southern Metropolitan
24/997 Dandenong Rd;Malvern East;11,2;;;Southern Metropolitan
7/1 Wilton Vale Cr;Malvern East;11,2;;;Southern Metropolitan
33 Emo Rd;Malvern East;11,2;-37,8794;145,0511;Southern Metropolitan
43 Kerferd St;Malvern East;11,2;-37,8691;145,0435;Southern Metropolitan
12a Millewa Av;Malvern East;11,2;;;Southern Metropolitan
351 Waverley Rd;Malvern East;11,2;-37,8775;145,0626;Southern Metropolitan
8 MacGregor St;Malvern East;11,2;-37,8818;145,0548;Southern Metropolitan
44 Manning Rd;Malvern East;11,2;-37,8733;145,0507;Southern Metropolitan
6/5 Peak St;Malvern East;11,2;-37,8801;145,0874;Southern Metropolitan
24 Prior Rd;Malvern East;11,2;-37,8835;145,0886;Southern Metropolitan
1413 Dandenong Rd;Malvern East;11,2;-37,8915;145,0844;Southern Metropolitan
2 Tennyson St;Malvern East;11,2;-37,8771;145,0505;Southern Metropolitan
29 MacGregor St;Malvern East;11,2;-37,8807;145,0547;Southern Metropolitan
102 Manning Rd;Malvern East;11,2;-37,8743;145,0588;Southern Metropolitan
6 Ramona Av;Malvern East;11,2;;;Southern Metropolitan
1876 Malvern Rd;Malvern East;11,2;;;Southern Metropolitan
2/25 Fisher St;Malvern East;11,2;-37,8812;145,05700000000002;Southern Metropolitan
1890 Malvern Rd;Malvern East;11,2;-37,8722;145,0627;Southern Metropolitan
25 Summerhill Av;Malvern East;11,2;;;Southern Metropolitan
41 Summerhill Av;Malvern East;11,2;;;Southern Metropolitan
1/14 Durward Rd;Malvern East;11,2;-37,8822;145,0837;Southern Metropolitan
2/14 Durward Rd;Malvern East;11,2;-37,8823;145,0839;Southern Metropolitan
32 Emo Rd;Malvern East;11,2;-37,8797;145,0514;Southern Metropolitan
68A Emo Rd;Malvern East;11,2;-37,8769;145,05200000000002;Southern Metropolitan
8/7 Hedgeley Av;Malvern East;11,2;;;Southern Metropolitan
34 Ivanhoe Gr;Malvern East;11,2;-37,8821;145,0871;Southern Metropolitan
10 Manning Rd;Malvern East;11,2;-37,8726;145,0449;Southern Metropolitan
558 Waverley Rd;Malvern East;11,2;-37,8799;145,0738;Southern Metropolitan
2/53 Beaver St;Malvern East;11,2;-37,8704;145,0464;Southern Metropolitan
112a Bowen St;Malvern East;11,2;;;Southern Metropolitan
22 Deakin St;Malvern East;11,2;-37,8654;145,0412;Southern Metropolitan
4 Findon St;Malvern East;11,2;-37,8719;145,0393;Southern Metropolitan
3/2 Kardella St;Malvern East;11,2;-37,8689;145,0504;Southern Metropolitan
1956 Malvern Rd;Malvern East;11,2;-37,8763;145,066;Southern Metropolitan
5/417 Wattletree Rd;Malvern East;11,2;-37,865;145,0506;Southern Metropolitan
9/240 Waverley Rd;Malvern East;11,2;;;Southern Metropolitan
14 Beaver St;Malvern East;11,2;-37,8701;145,0409;Southern Metropolitan
21 Cairnes Cr;Malvern East;11,2;;;Southern Metropolitan
61 Finch St;Malvern East;11,2;-37,8697;145,0434;Southern Metropolitan
17A Findon St;Malvern East;11,2;-37,8718;145,0404;Southern Metropolitan
6 Karma Av;Malvern East;11,2;;;Southern Metropolitan
9 Prior Rd;Malvern East;11,2;-37,8831;145,0874;Southern Metropolitan
5 Sydare Av;Malvern East;11,2;;;Southern Metropolitan
1 Villers Sq;Malvern East;11,2;-37,8834;145,0635;Southern Metropolitan
21 Albert St;Malvern East;11,2;-37,8756;145,0637;Southern Metropolitan
2B Hedgeley Av;Malvern East;11,2;;;Southern Metropolitan
4/24 Hyslop Pde;Malvern East;11,2;-37,8823;145,0729;Southern Metropolitan
4/16 Repton Rd;Malvern East;11,2;-37,8811;145,0524;Southern Metropolitan
16 Turner St;Malvern East;11,2;-37,8742;145,0453;Southern Metropolitan
8a Anderson St;Malvern East;11,2;-37,8672;145,0432;Southern Metropolitan
2/16 Beaver St;Malvern East;11,2;-37,8704;145,0411;Southern Metropolitan
2b Brunel St;Malvern East;11,2;-37,8695;145,05;Southern Metropolitan
18 Grant St;Malvern East;11,2;-37,8719;145,0511;Southern Metropolitan
11 Hillard St;Malvern East;11,2;-37,8805;145,0668;Southern Metropolitan
14 Nyora St;Malvern East;11,2;-37,8678;145,0517;Southern Metropolitan
61a Paxton St;Malvern East;11,2;-37,8709;145,0565;Southern Metropolitan
1 Thomas St;Malvern East;11,2;-37,8836;145,0717;Southern Metropolitan
398 Wattletree Rd;Malvern East;11,2;-37,8657;145,0536;Southern Metropolitan
6 Chanak St;Malvern East;11,2;-37,8728;145,0394;Southern Metropolitan
3/907 Dandenong Rd;Malvern East;11,2;-37,8764;145,0463;Southern Metropolitan
66 Argyll St;Malvern East;11,2;-37,875;145,0861;Southern Metropolitan
5/25 Clarence St;Malvern East;11,2;-37,8728;145,0417;Southern Metropolitan
2a Ivanhoe Gr;Malvern East;11,2;-37,8787;145,0807;Southern Metropolitan
77 Millewa Av;Malvern East;11,2;;;Southern Metropolitan
10 Ramona Av;Malvern East;11,2;;;Southern Metropolitan
1/3 Steele St;Malvern East;11,2;-37,8713;145,0515;Southern Metropolitan
28a Abbotsford Av;Malvern East;11,2;;;Southern Metropolitan
3/3 Bates St;Malvern East;11,2;-37,8747;145,0436;Southern Metropolitan
83a Brunel St;Malvern East;11,2;-37,8699;145,0575;Southern Metropolitan
54 Capon St;Malvern East;11,2;-37,8846;145,08700000000002;Southern Metropolitan
25 Douglas St;Malvern East;11,2;-37,8736;145,0473;Southern Metropolitan
2/3 Hilda St;Malvern East;11,2;-37,8735;145,061;Southern Metropolitan
2D Paxton St;Malvern East;11,2;-37,8704;145,0503;Southern Metropolitan
48 The Boulevard;Malvern East;11,2;-37,8733;145,0883;Southern Metropolitan
11 Warida Av;Malvern East;11,2;;;Southern Metropolitan
8a Prior Rd;Malvern East;11,2;;;Southern Metropolitan
3/9 Tollington Av;Malvern East;11,2;;;Southern Metropolitan
28 Bowen St;Malvern East;11,2;-37,8848;145,0775;Southern Metropolitan
5 Repton Rd;Malvern East;11,2;-37,8818;145,05200000000002;Southern Metropolitan
2/39 Tooronga Rd;Malvern East;11,2;-37,8693;145,0389;Southern Metropolitan
5/80 Burke Rd;Malvern East;11,2;-37,8704;145,0495;Southern Metropolitan
22 Ellison St;Malvern East;11,2;-37,8722;145,067;Southern Metropolitan
23 Findon St;Malvern East;11,2;-37,8718;145,0407;Southern Metropolitan
21 John St;Malvern East;11,2;-37,8735;145,0403;Southern Metropolitan
10/1810 Malvern Rd;Malvern East;11,2;-37,8689;145,06;Southern Metropolitan
74 Millewa Av;Malvern East;11,2;;;Southern Metropolitan
3/2 Moira St;Malvern East;11,2;-37,8681;145,0605;Southern Metropolitan
3/5 Peak St;Malvern East;11,2;-37,8801;145,0874;Southern Metropolitan
15 Prior Rd;Malvern East;11,2;-37,8831;145,0879;Southern Metropolitan
3/100 Tooronga Rd;Malvern East;11,2;-37,866;145,0402;Southern Metropolitan
22 Warida Av;Malvern East;11,2;;;Southern Metropolitan
15/5 Warley Rd;Malvern East;11,2;-37,8804;145,0501;Southern Metropolitan
1/380 Waverley Rd;Malvern East;11,2;-37,8777;145,0608;Southern Metropolitan
401A Waverley Rd;Malvern East;11,2;-37,878;145,0666;Southern Metropolitan
12 Ailsa Av;Malvern East;11,2;;;Southern Metropolitan
23 Darling Rd;Malvern East;11,2;-37,8814;145,0583;Southern Metropolitan
6/16 Dene Av;Malvern East;11,2;;;Southern Metropolitan
1/32 Fisher St;Malvern East;11,2;-37,8807;145,0575;Southern Metropolitan
18b Hillard St;Malvern East;11,2;-37,8811;145,0673;Southern Metropolitan
17 Hyslop Pde;Malvern East;11,2;-37,8814;145,0733;Southern Metropolitan
5/36 The Avenue;Malvern East;11,2;-37,8741;145,0544;Southern Metropolitan
546 Waverley Rd;Malvern East;11,2;-37,8801;145,0724;Southern Metropolitan
15 Alma St;Malvern East;11,2;-37,8847;145,076;Southern Metropolitan
30 Forster Av;Malvern East;11,2;;;Southern Metropolitan
20a Thurso St;Malvern East;11,2;-37,8752;145,0817;Southern Metropolitan
21 Virginia Gr;Malvern East;11,2;-37,8846;145,0861;Southern Metropolitan
42 Washington Av;Malvern East;11,2;;;Southern Metropolitan
13 Clarence St;Malvern East;11,2;-37,8738;145,0415;Southern Metropolitan
3/915 Dandenong Rd;Malvern East;11,2;-37,8767;145,0469;Southern Metropolitan
37 Emo Rd;Malvern East;11,2;-37,8759;145,0518;Southern Metropolitan
1993 Malvern Rd;Malvern East;11,2;-37,8718;145,0628;Southern Metropolitan
4/4 Paxton St;Malvern East;11,2;;;Southern Metropolitan
2 Taylor Ct;Malvern East;11,2;-37,8748;145,0657;Southern Metropolitan
7 Tennyson St;Malvern East;11,2;-37,8757;145,0504;Southern Metropolitan
114 Tooronga Rd;Malvern East;11,2;-37,8652;145,0401;Southern Metropolitan
1c Wilmot St;Malvern East;11,2;-37,8828;145,0528;Southern Metropolitan
1/127 Raleigh Rd;Maribyrnong;8,7;-37,7689;144,8886;Western Metropolitan
2/21 Bloomfield Av;Maribyrnong;8,7;;;Western Metropolitan
25 Cedar Dr;Maribyrnong;8,7;-37,774;144,8744;Western Metropolitan
101/55 Cumberland Dr;Maribyrnong;8,7;-37,7865;144,9008;Western Metropolitan
6 Londrew Ct;Maribyrnong;8,7;-37,763000000000005;144,8877;Western Metropolitan
6 Kynoch La;Maribyrnong;8,7;-37,7746;144,8798;Western Metropolitan
53 Wests Rd;Maribyrnong;8,7;-37,7719;144,8815;Western Metropolitan
43 Hillsdale Av;Maribyrnong;8,7;;;Western Metropolitan
28 Hillside Cr;Maribyrnong;8,7;;;Western Metropolitan
3 Village Wy;Maribyrnong;8,7;;;Western Metropolitan
29 Lakeside Cr;Maribyrnong;8,7;;;Western Metropolitan
408/44 Skyline Dr;Maribyrnong;8,7;-37,7853;144,8944;Western Metropolitan
8/42 Wests Rd;Maribyrnong;8,7;-37,7716;144,882;Western Metropolitan
18 Blair St;Maribyrnong;8,7;-37,7743;144,8797;Western Metropolitan
104 Gatehouse Pl;Maribyrnong;8,7;-37,773;144,8806;Western Metropolitan
2a Hillside Cr;Maribyrnong;8,7;;;Western Metropolitan
8/10 Middle Rd;Maribyrnong;8,7;-37,7679;144,8935;Western Metropolitan
3 Valnere St;Maribyrnong;8,7;-37,7839;144,8853;Western Metropolitan
19 Warrs Rd;Maribyrnong;8,7;-37,7707;144,8924;Western Metropolitan
5 Kallara Gr;Maribyrnong;8,7;-37,7861;144,8897;Western Metropolitan
3/41 Pridham St;Maribyrnong;8,7;-37,7818;144,8859;Western Metropolitan
3/6 Randall St;Maribyrnong;8,7;-37,768;144,8894;Western Metropolitan
31 Hillsdale Av;Maribyrnong;8,7;;;Western Metropolitan
3 Lakeside Cr;Maribyrnong;8,7;;;Western Metropolitan
41 River St;Maribyrnong;8,7;-37,7798;144,8872;Western Metropolitan
8/10 Anglers Wy;Maribyrnong;8,7;;;Western Metropolitan
44 Blair St;Maribyrnong;8,7;-37,7736;144,8798;Western Metropolitan
4 Kallara Gr;Maribyrnong;8,7;-37,7859;144,8898;Western Metropolitan
28 Kellaway St;Maribyrnong;8,7;-37,7823;144,887;Western Metropolitan
33 Newstead St;Maribyrnong;8,7;-37,7662;144,8971;Western Metropolitan
4 Platypus Ct;Maribyrnong;8,7;-37,7712;144,8763;Western Metropolitan
9 Rylie La;Maribyrnong;8,7;-37,7699;144,8791;Western Metropolitan
11 Cedar Dr;Maribyrnong;8,7;-37,7742;144,8755;Western Metropolitan
302/55 Cumberland Dr;Maribyrnong;8,7;-37,7865;144,9008;Western Metropolitan
7/3 Ensign St;Maribyrnong;8,7;-37,7665;144,9004;Western Metropolitan
209/4 La Scala Av;Maribyrnong;8,7;;;Western Metropolitan
1/97 Raleigh Rd;Maribyrnong;8,7;;;Western Metropolitan
4/9 Warrs Rd;Maribyrnong;8,7;;;Western Metropolitan
455 Gordon St;Maribyrnong;8,7;-37,7867;144,8906;Western Metropolitan
1/9 Warrs Rd;Maribyrnong;8,7;;;Western Metropolitan
8/7 Grandview Av;Maribyrnong;8,7;;;Western Metropolitan
2/7 Bloomfield Av;Maribyrnong;8,7;;;Western Metropolitan
2/1 Grandview Av;Maribyrnong;8,7;;;Western Metropolitan
23/14 Horizon Dr;Maribyrnong;8,7;;;Western Metropolitan
204/32 La Scala;Maribyrnong;8,7;;;Western Metropolitan
12 Marin La;Maribyrnong;8,7;-37,7697;144,878;Western Metropolitan
104/5 Ordnance Res;Maribyrnong;8,7;-37,7706;144,8805;Western Metropolitan
205/7 Ordnance Res;Maribyrnong;8,7;-37,7706;144,8798;Western Metropolitan
1/52 Wests Rd;Maribyrnong;8,7;-37,7716;144,882;Western Metropolitan
9 Dale St;Maribyrnong;8,7;-37,7648;144,8881;Western Metropolitan
26 Mitchell St;Maribyrnong;8,7;-37,7833;144,888;Western Metropolitan
205/20 Pier La;Maribyrnong;8,7;-37,7853;144,8999;Western Metropolitan
2/105 Raleigh Rd;Maribyrnong;8,7;-37,7691;144,8905;Western Metropolitan
3/105 Raleigh Rd;Maribyrnong;8,7;-37,7692;144,8905;Western Metropolitan
4/105 Raleigh Rd;Maribyrnong;8,7;-37,7693;144,8905;Western Metropolitan
17 Ribbony Wk;Maribyrnong;8,7;;;Western Metropolitan
2/38 Bloomfield Av;Maribyrnong;8,7;;;Western Metropolitan
102/64 Wests Rd;Maribyrnong;8,7;;;Western Metropolitan
112 Edgewater Bvd;Maribyrnong;8,7;-37,7855;144,8958;Western Metropolitan
42/2 Horizon Dr;Maribyrnong;8,7;-37,7752;144,8925;Western Metropolitan
5 Lyric St;Maribyrnong;8,7;-37,7822;144,892;Western Metropolitan
3/26 Middle Rd;Maribyrnong;8,7;-37,7677;144,8925;Western Metropolitan
19 Pridham St;Maribyrnong;8,7;-37,7818;144,8891;Western Metropolitan
6 Wardell Cl;Maribyrnong;8,7;-37,7857;144,8954;Western Metropolitan
4/10 Anglers Wy;Maribyrnong;8,7;;;Western Metropolitan
3 Rimfire Wk;Maribyrnong;8,7;;;Western Metropolitan
7/13 Navigator St;Maribyrnong;8,7;-37,7681;144,8979;Western Metropolitan
12 Newstead St;Maribyrnong;8,7;-37,7682;144,8971;Western Metropolitan
20/9 Fabian Ct;Maribyrnong;8,7;-37,7732;144,8927;Western Metropolitan
44/2 Horizon Dr;Maribyrnong;8,7;-37,7752;144,8925;Western Metropolitan
401/4 La Scala Av;Maribyrnong;8,7;;;Western Metropolitan
1 Nayook La;Maribyrnong;8,7;-37,7719;144,8767;Western Metropolitan
37 Raleigh Rd;Maribyrnong;8,7;-37,7697;144,8966;Western Metropolitan
23/4 Wests Rd;Maribyrnong;8,7;-37,7737;144,8816;Western Metropolitan
705/60 Edgewater Bvd;Maribyrnong;8,7;-37,7853;144,8944;Western Metropolitan
19/9 Fabian Ct;Maribyrnong;8,7;-37,7732;144,8927;Western Metropolitan
37 Skyline Dr;Maribyrnong;8,7;-37,7858;144,8937;Western Metropolitan
6 Vista Ri;Maribyrnong;8,7;;;Western Metropolitan
211/20 Pier La;Maribyrnong;8,7;-37,7853;144,8999;Western Metropolitan
101 Raleigh Rd;Maribyrnong;8,7;-37,769;144,8909;Western Metropolitan
6/4 Belvedere Cl;Maribyrnong;8,7;-37,773;144,8947;Western Metropolitan
31 Forge Cl;Maribyrnong;8,7;-37,7732;144,879;Western Metropolitan
10a Wardell Cl;Maribyrnong;8,7;;;Western Metropolitan
16 Amarco Cr;Maribyrnong;8,7;;;Western Metropolitan
2 Murnong St;Maribyrnong;8,7;-37,774;144,877;Western Metropolitan
33 River St;Maribyrnong;8,7;-37,7799;144,8879;Western Metropolitan
23 Duffy St;Maribyrnong;8,7;-37,7713;144,8937;Western Metropolitan
9 Lyric St;Maribyrnong;8,7;-37,7822;144,8922;Western Metropolitan
4/47 Middle Rd;Maribyrnong;8,7;-37,7678;144,8899;Western Metropolitan
56 Skyline Dr;Maribyrnong;8,7;-37,7843;144,8939;Western Metropolitan
404/77 Village Wy;Maribyrnong;8,7;;;Western Metropolitan
329 Gordon St;Maribyrnong;8,7;-37,7817;144,8916;Western Metropolitan
21/4 Wests Rd;Maribyrnong;8,7;-37,7737;144,8816;Western Metropolitan
34 Mitchell St;Maribyrnong;8,7;-37,7832;144,8864;Western Metropolitan
