Address	Type	Rooms	Bathroom	CarSpots	Landsize	BuildingArea	YearBuilt
22 Wills St	house	3	1.0	2.0	504.0	142.0	1920.0
9 Clitheroe Ct	house	3	3.0	2.0	648.0		1930.0
20 Howie St	house	3	2.0	3.0	607.0		
12 Nerissa St	house	4	2.0	3.0	697.0	188.0	1950.0
294 Tooronga Rd	house	3	3.0	2.0	385.0	255.0	
1 Barina Rd	house	4	2.0	2.0	717.0	271.0	2003.0
1e Belmont Av	house	3					
11/63 Edgar St N	townhouse	1	1.0	1.0	745.0	44.0	1970.0
16 Flowerdale Rd	house	5	3.0	1.0	696.0	248.0	1920.0
130 High St	house	4	0.0	0.0	769.0		
11 Kenilworth Gr	house	3	2.0	4.0	1005.0		1980.0
2 Leopold St	house	5	3.0	3.0	660.0	241.0	1920.0
2/14 Nash St	flat	2	1.0	1.0	0.0		
11 Nepean St	house	3	1.0	3.0	663.0	129.0	1923.0
16 Valency Rd	house	4	2.0	2.0	751.0		1916.0
10 Bardolph St	townhouse	2	1.0	1.0	84.0	84.0	1960.0
67 Celia St	house	4	3.0	1.0	650.0	266.0	1946.0
25 Dorrington Av	house	4					
8/18 Edgar St	flat	2	1.0	1.0	0.0		
6 Ellis Rd	house	3	1.0	2.0	623.0	136.0	1920.0
18 Fuller Av	house	4					
3 Glentilt Rd	house	4	2.0	3.0	643.0	221.0	1915.0
12 Hillcrest Rd	house	4	3.0	2.0	676.0		
33 Queens Pde	house	4	2.0	3.0	798.0	209.0	1994.0
1/15 Scott Gr	townhouse	3	2.0	2.0	278.0		1999.0
2/67 Staughton Rd	house	3	2.0	2.0	328.0	176.0	1990.0
2/292 Tooronga Rd	flat	3	2.0	2.0	205.0	205.0	2006.0
56 Wills St	house	2	1.0	2.0	334.0	115.0	1930.0
3 Barina Rd	house	3	1.0	2.0	664.0		
1/38 Hillside Pde	house	3	3.0	1.0	299.0		2001.0
5/1537 Malvern Rd	flat	3	2.0	2.0	0.0		
229 Tooronga Rd	house	3	1.0	1.0	442.0	116.0	1930.0
101/220 Burke Rd	flat	1	1.0	1.0	0.0	43.0	2012.0
1/38 Edgar St	flat	2	1.0	1.0	1069.0	33.0	1960.0
1/64 Edgar St N	flat	2	0.0	0.0	0.0		
8/64 Edgar St Nth	flat	2					
1/8 Estella St	townhouse	4	2.0	2.0	342.0		
1597 Malvern Rd	house	2	1.0	1.0	412.0	123.0	1950.0
4/17 Belmont Av	flat	2					
218 Burke Rd	house	3	1.0	1.0	432.0		1910.0
27 Celia St	house	3	1.0	2.0	652.0		
2/14 Flowerdale Rd	townhouse	2	2.0	2.0	266.0		
116 High St	house	5	4.0	4.0	802.0	206.0	2013.0
1 Maitland St	house	3	2.0	4.0	885.0	217.0	1910.0
3/1464 Malvern Rd	flat	2					
27 Sunhill Rd	house	4	3.0	2.0	366.0	26.0	1999.0
6/219 Burke Rd	flat	1	1.0	0.0	0.0		
8 Courang Rd	house	4	2.0	2.0	780.0		1930.0
2 Harris Av	house	4					
76 Iris Rd	house	4	1.0	2.0	700.0		
8 Morell St	house	4	2.0	3.0	733.0		
13 Nash St	house	4	2.0	2.0	340.0	235.0	1935.0
33 Rosedale Rd	house	5	3.0	3.0	778.0	326.0	2000.0
32 Ruskin Rd	house	5	3.0	3.0	763.0	338.0	1980.0
33A Scott Gr	house	3	1.0	3.0	557.0		
23 Somerset Rd	house	3	1.0	3.0	603.0		
10 Yeovil Rd	house	3	1.0	2.0	650.0		
2/21 Belmont Av N	flat	2					
10 Bridges St	house	4	3.0	2.0	1723.0	258.0	2004.0
1485 High St	house	4	4.0	2.0	834.0	334.0	1905.0
10 Howard St	house	3	3.0	2.0	859.0		1980.0
5/138 Milton Pde	flat	2	1.0	1.0	0.0		
12 Mons St	house	3	1.0	2.0	695.0	174.0	1940.0
14 Rosedale Rd	house	3	1.0	2.0	821.0		
17 Rosedale Rd	house	2	2.0	2.0	718.0	184.0	1950.0
20 Ruskin Rd	house	3	2.0	2.0	668.0		1920.0
2/6 Summerhill Rd	townhouse	2	1.0	1.0	59.0	114.0	2006.0
8 White St	house	3	2.0	2.0	657.0	209.0	1935.0
7 Winifred Cr	house	4					
3 Florence St	house	5	3.0	2.0	642.0	336.0	1930.0
23 Flowerdale Rd	house	5	4.0	2.0	830.0	520.0	2009.0
31 Gardiner Pde	house	4	3.0	2.0	840.0	326.0	1930.0
2/2 Jickell Av	flat	3					
5/1679 Malvern Rd	flat	2	1.0	1.0	0.0		1960.0
8 Rosemary Gr	house	2	1.0	1.0	688.0		
32/1495 Malvern Rd	flat	3					
37 Valley Pde	house	4	1.0	2.0	983.0	195.0	1940.0
2b York Rd	house	5	2.0	2.0	400.0		
1/58 Edgar St N	townhouse	2	1.0	1.0	0.0	1143.0	
53 Celia St	house	4	2.0	2.0	653.0	224.0	1935.0
2/13 Estella St	flat	2	1.0	2.0	166.0		
15 Howitt St	house	4	3.0	2.0	677.0		1910.0
3/32 Iris Rd	flat	2	1.0	1.0	0.0		
63 Aintree Rd	house	3	1.0	2.0	470.0		
17 Allaville Av	house	4					
98 Bath Rd	house	4	2.0	2.0	775.0	155.0	1960.0
28 Ferndale Rd	house	3	1.0	2.0	700.0	142.0	1930.0
32 Howie St	house	3	1.0	3.0	609.0	140.0	1930.0
22 Kyarra Rd	house	4	2.0	3.0	548.0	205.0	1930.0
14/1737 Malvern Rd	flat	1	1.0	1.0	602.0		
15/56 Osborne Av	house	3					
4/15 Rix St	flat	2	1.0	2.0	0.0	74.0	1940.0
8 Rix St	house	3	1.0	3.0	401.0	107.0	1935.0
37 Sinclair Av	house	3					
78 Valley Pde	house	4	3.0	2.0	603.0	246.0	2007.0
8 Hadley Ct	house	2	1.0	1.0	553.0		
2/7 Maitland St	flat	2	1.0	1.0	0.0		
1687 Malvern Rd	house	3	1.0	2.0	762.0	153.0	1930.0
21 Beatrice St	house	3	1.0	2.0	685.0	143.0	1941.0
8/251 Burke Rd	flat	2	1.0	1.0	0.0	80.0	1960.0
1/47 Carroll Cr	flat	2					
60 Madeline St	house	3	1.0	2.0	615.0	607.0	1940.0
2 Martin Cr	house	4					
24 Allison Av	house	4					
1D Belmont Av	townhouse	3					
44A Beryl St	house	3	2.0	2.0	307.0		
16 Bourne Rd	house	4	3.0	3.0	858.0	461.0	2006.0
3/41 Edgar St	house	3	2.0	2.0	241.0	160.0	1980.0
3/1526 High St	flat	1	1.0	1.0	805.0		2011.0
53 Madeline St	house	4	2.0	2.0	706.0		
21 Park Rd	house	5	3.0	2.0	696.0		1989.0
14 Queens Pde	house	5	2.0	2.0	654.0	354.0	2015.0
22 Rix St	house	4	3.0	2.0	608.0	215.0	1925.0
15 Rosedale Rd	house	3	1.0	2.0	705.0	166.0	1930.0
8/304 Tooronga Rd	flat	2	1.0	1.0	1218.0	63.0	1970.0
30 Valley Pde	house	4	2.0	2.0	645.0	216.0	1930.0
44 Vincent St	house	4	2.0	2.0	654.0	290.0	2010.0
15 Yeovil Rd	house	4	2.0	2.0	1485.0	295.0	1966.0
31 Britten St	house	3	2.0	3.0	857.0	401.0	2006.0
4/68 Edgar St N	flat	2	1.0	1.0	0.0		
3 Fairview Gr	house	5	2.0	2.0	1339.0	270.0	1925.0
18 Netherlee St	house	5	3.0	2.0	709.0	424.0	2000.0
1 Rosedale Rd	house	4	2.0	3.0	397.0		
59 Staughton Rd	house	4	3.0	2.0	394.0		1980.0
4 Allison Av	house	4					
8 Barbara Av	house	3					
2 Bell St	house	3	1.0	2.0	464.0		
24 Brandon St	house	3	2.0	2.0	648.0	193.0	1975.0
13 Penrhyn Av	house	4					
45 Rosedale Rd	house	4	2.0	4.0	401.0		
318 Tooronga Rd	house	2	1.0	2.0	438.0	107.0	1910.0
35 Adrian St	house	5	3.0	2.0	709.0	672.0	1930.0
8/13 Glenvale Rd	flat	2	1.0	1.0	0.0		
75 Pascoe St	house	5	4.0	2.0	622.0		
5 Penrhyn Av	house	2					
2/13 Becket St S	townhouse	3					
89 John St	house	3	1.0	2.0	696.0	118.0	1960.0
1/83 Maude Av	townhouse	3					
18 Pengana Av	house	3					
52 Tarana Av	house	3					
11 Valley Cr	house	3					
4 Cross Tce	house	3	1.0	2.0	623.0		1960.0
55 Daley St	house	3	1.0	3.0	640.0	144.0	1960.0
2/74 Daley St	townhouse	3	2.0	2.0	244.0	3.0	
62 Farview St	house	3	1.0	1.0	336.0		
82 Melbourne Av	house	3					
39 Morley St	house	3	1.0	2.0	766.0	127.0	1965.0
8 Rowan St	house	3	2.0	2.0	610.0	100.0	1960.0
23 Wheatsheaf Rd	house	5	3.0	2.0	700.0		
13 Acacia St	house	5	3.0	1.0	487.0		
1/38 Finchley Av	house	3					
3/45 Isla Av	townhouse	3					
21 Langton St	house	2					
66 Langton St	house	3					
2 Roy St	house	4	2.0	1.0	683.0	138.0	2017.0
42 Sadie St	house	3	1.0	4.0	700.0	105.0	1950.0
29 Salisbury St	house	3	1.0	0.0	680.0	122.0	1960.0
15 Stanley St	house	3	2.0	3.0	1029.0	136.0	1950.0
15 Valley Cr	house	2					
28 Centre Wy	house	3					
20 Leonard Av	house	2					
76 Outlook Dr	house	5	3.0	2.0	555.0		
123 Glenroy Rd	house	3	1.0	1.0	652.0		
3/27 Harold St	flat	2	1.0	1.0	164.0	100.0	2010.0
45 Stanley St	house	2	1.0	2.0	832.0		
46 Stanley St	house	4	2.0	4.0	1011.0		
1c Barwon St	house	2	1.0	1.0	164.0	114.0	2010.0
1/23 Gordon Ct	townhouse	3					
23 Tarana Av	house	3					
13 Cherwell Av	house	5					
79 Glen St	house	2	1.0	2.0	643.0		
68 Moonee Bvd	house	3	1.0	4.0	656.0		
11 Caldwell St	house	3	1.0	2.0	674.0		1976.0
1 Gordon Ct	house	3	1.0	4.0	640.0	97.0	1950.0
134 John St	house	3	1.0	1.0	701.0		
4 Lyons St	house	3	1.0	2.0	702.0		
24a Morell St	house	3	2.0	2.0	224.0	3.0	1950.0
1/919 Pascoe Vale Rd	townhouse	3	2.0	1.0	259.0		2003.0
87 Beatty Av	house	3					
6 Cosmos St	house	3	1.0	2.0	753.0		
62 Everard St	house	3	1.0	1.0	589.0		
108 Loongana Av	house	3					
3/95 Loongana Av	townhouse	2					
3/67 Morell St	flat	3					
3/28 Stanley St	townhouse	3	2.0	1.0	136.0	130.0	2014.0
2/3 Surrey St	flat	2					
2/8 Becket St S	townhouse	2					
30 Bourchier St	house	3	1.0	4.0	734.0	140.0	1960.0
44 Daley St	house	3	1.0	2.0	627.0		
6 Dromana St	house	4	1.0	4.0	606.0	124.0	1956.0
137 Glenroy Rd	house	2	1.0	1.0	705.0	115.0	1950.0
1/19 Lytton St	townhouse	2					
116 Melbourne Av	house	2					
2/49 Melbourne Av	townhouse	2					
24 Trevannion St	house	3	1.0	3.0	667.0	81.0	1950.0
1 Tudor St	house	3	2.0	4.0	805.0		
45 Cosmos St	house	5	4.0	4.0	695.0	176.0	1950.0
116b Hilton St	townhouse	3					
41 Isla Av	house	2					
8/77 Chapman Av	flat	2					
9/11 Currajong St	flat	2	1.0	1.0	0.0	61.0	1970.0
1/1 Danae St	townhouse	3	1.0	1.0	325.0	106.0	1970.0
19 Justin Av	house	4					
2/67 Morell St	townhouse	3					
24 Sadie St	house	3	1.0	2.0	780.0	120.0	1960.0
7/89 Station Rd	flat	2	1.0	1.0	0.0	74.0	1970.0
57 View St	house	3	1.0	3.0	624.0		
1/61 Loongana Av	townhouse	3					
39 Melbourne Av	house	3					
16 Valley Cr	house	3					
149 Augustine Tce	house	3	1.0	1.0	320.0	130.0	2000.0
45 Fran St	house	3	1.0	1.0	616.0	125.0	1960.0
69 Hartington St	house	3	1.0	2.0	309.0	100.0	1950.0
2/148 Hilton St	townhouse	3	2.0	2.0	224.0	158.0	2013.0
7 Isla Av	house	3					
1/25 Morell St	house	3	1.0	2.0	0.0	96.0	1960.0
41 Ridgeway Av	house	3					
2/22 Sadie St	flat	2	1.0	2.0	200.0	81.0	2000.0
44 Widford St	house	3	1.0	4.0	700.0		
57 Widford St	house	3	2.0	3.0	635.0		
20 Tarana Av	townhouse	3					
64 Valley Cr	house	3					
40 View St	house	3	1.0	1.0	665.0	85.0	1950.0
2/14 Langton St	townhouse	2					
103 View St	house	4	1.0	4.0	656.0		
10 Anselm Gr	house	3	1.0	4.0	704.0	102.0	1960.0
1/112 Cardinal Rd	townhouse	4	2.0	1.0	252.0	150.0	2014.0
55 Fran St	house	5	3.0	2.0	612.0		1970.0
9a Kennedy St	townhouse	3					
6/2 Murrell St	flat	2	1.0	1.0	3056.0		
4 Trevannion St	house	3	2.0	2.0	650.0		
21A Cosmos St	house	3	1.0	2.0	706.0		
97 Loongana Av	house	4					
4/788 Pascoe Vale Rd	townhouse	2					
14/854 Pascoe Vale Rd	flat	2	1.0	1.0	1996.0		
2/36 Prospect St	townhouse	4	3.0	2.0	0.0	131.0	2014.0
139 John St	house	3	2.0	2.0	780.0	180.0	1970.0
54 John St	house	4	2.0	5.0	1081.0	164.0	1970.0
1/12 Maude Av	townhouse	3					
29 Melbourne Av	house	3					
40 Moonee Bvd	house	3	1.0	2.0	586.0	126.0	1980.0
1/40 Morley St	townhouse	3					
6 Morley St	house	4	2.0	2.0	696.0	269.0	1970.0
23 Palana St	house	3					
2/709 Pascoe Vale Rd	flat	3	1.0	2.0	187.0	99.0	2014.0
1/2 Prospect St	flat	3	1.0	1.0	265.0		1995.0
1a Stella St	house	3					
108 Valley Cr	house	3					
48 Everard St	house	3	1.0	2.0	650.0	142.0	1960.0
11 Freeman Dr	house	4	2.0	1.0	504.0		
1/28 Gladstone Pde	townhouse	3					
3/4 Murrell St	townhouse	2	1.0	1.0	125.0		1975.0
1/38 Stanley St	flat	2	1.0	2.0	253.0	91.0	2012.0
1/80 Tarana Av	house	3					
128 Widford St	house	3	1.0	1.0	796.0	104.0	1960.0
13a Anselm Gr	flat	2					
54 Cromwell St	house	4	1.0	2.0	630.0	130.0	1960.0
37 Farview St	townhouse	2	1.0	1.0	307.0		
10a Melbourne Av	house	2					
106 Outlook Dr	house	3	1.0	4.0	541.0	139.0	1968.0
30 Valley Cr	house	3					
1/7 Harold St	townhouse	3	2.0	2.0	212.0	129.0	2010.0
2/27 Morley St	flat	3	2.0	1.0	190.0		
55 Paget Av	house	3					
3/83 Maude Av	flat	2					
46 Moonee Bvd	house	4	1.0	2.0	586.0	159.0	1968.0
3/42 Pecham St	flat	3					
47 Cardinal Rd	house	4	3.0	2.0	693.0	192.0	2014.0
135 Hilton St	house	3	1.0	2.0	599.0	150.0	1960.0
3/19 Isla Av	flat	3					
34 Melbourne Av	house	2					
29 Moonee Bvd	house	3	2.0	2.0	585.0	146.0	1975.0
46 Sadie St	house	4	1.0	2.0	695.0		
83 Beatty Av	house	3					
118 Bindi St	house	3	1.0	4.0	677.0		
65 Farview St	house	3	1.0	4.0	597.0	100.0	1960.0
3/27 Gladstone Pde	flat	2	1.0	1.0	176.0	89.0	2012.0
52 Glenroy Rd	house	2	1.0	1.0	668.0	88.0	1955.0
40 Augustine Tce	house	3	1.0	1.0	707.0	116.0	2017.0
4/36 Acacia St	townhouse	2	2.0	1.0	190.0	2.0	
44 Everard St	house	4	2.0	2.0	650.0		
1/47 Lytton St	flat	2	1.0	1.0	245.0		
98 Melbourne Av	house	3					
109 Paget Av	house	3					
6 Pengana Av	house	6					
1/15 Acacia St	townhouse	2					
50 Chapman Av	house	4					
107 Glenroy Rd	house	4	2.0	8.0	977.0	304.0	1935.0
4 Glenroy Rd	house	2	1.0	2.0	590.0		
165 Hilton St	house	4	2.0	2.0	602.0	180.0	1950.0
80 Isla Av	house	2					
10 Justin Av	house	2					
57 Maude Av	house	3					
72 Pecham St	house	3	1.0	3.0	705.0	135.0	1950.0
3/48 William St	house	2	1.0	1.0	172.0	77.0	2013.0
1/26 York St	townhouse	3	1.0	2.0	258.0	143.0	2001.0
33 Maude Av	house	4					
3/132 Widford St	townhouse	3	2.0	1.0	215.0	121.0	2010.0
14 William St	house	3	1.0	1.0	348.0		
47 Justin Av	house	2					
35 Paget Av	house	3					
87 Plumpton Av	house	3					
1/97 Plumpton Av	flat	2					
16 York St	house	3	1.0	3.0	781.0		
2/4 Ash Ct	house	2	1.0	1.0	155.0	155.0	2000.0
44 Morley St	house	4	2.0	4.0	768.0	194.0	1970.0
34 Ridgeway Av	house	3					
33 View St	house	4	2.0	1.0	624.0	258.0	2005.0
1 Gowanbrae Dr	house	3	2.0	2.0	608.0	138.0	2001.0
31 Seggan Cir	townhouse	3	2.0	1.0	149.0	19.0	2005.0
12 Bluebell Cr	house	3					
13 Seggan Cir	house	3	2.0	1.0	140.0		
41 Balerno Cir	house	3	2.0	1.0	215.0	139.0	2004.0
9 Balderrie Ct	house	4	2.0	2.0	346.0	301.0	2010.0
39 Balerno Cir	townhouse	3	2.0	2.0	178.0	138.0	2000.0
1/2 Lanark Wy	house	3					
2 Mirrim Pl	house	4	2.0	2.0	0.0	264.0	2005.0
8 Perth Ct	house	4	2.0	2.0	453.0	213.0	2007.0
3 Gowanbrae Dr	house	3	2.0	2.0	691.0		
42 Seggan Cir	house	3	2.0	1.0	175.0	134.0	2004.0
11 Seggan Cir	townhouse	3	2.0	1.0	166.0	185.0	
41 Marigold Cr	house	3					
6 Birk Ct	house	3	2.0	1.0	367.0	141.0	2008.0
1 Bluebell Cr	house	4					
24 Balerno Cir	house	3	2.0	1.0	158.0	136.0	2005.0
49 Rutherglen Cr	house	3					
134 Marigold Cr	house	4					
18 Primula Bvd	house	4	2.0	2.0	719.0	251.0	2000.0
14 Birk Ct	house	3	2.0	1.0	223.0		
45 Marigold Cr	house	4					
20 Bedford St	house	3	1.0	2.0	597.0	116.0	1960.0
1/1 Lockley St	house	3					
29 Sutherland St	house	3	1.0	2.0	724.0	103.0	1970.0
2 Knole St	house	2	1.0	1.0	394.0	98.0	1950.0
8 Sherwood St	house	3	1.0	1.0	604.0	112.0	1970.0
4 Surrey St	house	4	3.0	5.0	591.0	268.0	2010.0
26 South St	house	3	2.0	2.0	592.0	129.0	1950.0
70 West St	house	3	1.0	2.0	608.0		
16 Bedford St	house	5	2.0	1.0	590.0		
41 Davies St	house	4	2.0	2.0	595.0		1983.0
21a Edgar St	flat	3	1.0	1.0	225.0		2005.0
2/32 David St	flat	4					
1/11 Talbot St	townhouse	3					
10 Volga St	house	3	1.0	4.0	692.0		1980.0
115 West St	house	4	2.0	2.0	700.0	168.0	1950.0
148 West St	house	4	2.0	1.0	462.0	161.0	1970.0
86 Hilton St	house	4	2.0	2.0	553.0	159.0	1970.0
27 Middle St	house	3	1.0	2.0	570.0	134.0	1970.0
75 West St	house	3	2.0	2.0	565.0	116.0	1960.0
25 Francis St	house	4	2.0	2.0	763.0		
63 East St	house	3	1.0	2.0	585.0		1950.0
24 South St	townhouse	3	2.0	2.0	301.0	251.0	2011.0
40 Angus St	house	3	1.0	1.0	568.0	115.0	1960.0
3 Edgar St	house	3	1.0	4.0	738.0	95.0	1950.0
72 Middle St	house	3	1.0	3.0	539.0		1960.0
9 South St	house	3	1.0	2.0	574.0	106.0	1970.0
1/32 Sutherland St	house	3	2.0	3.0	230.0	113.0	2000.0
4 Thames St	house	3	1.0	2.0	700.0		
1 Barunah St	house	4	1.0	2.0	700.0	176.0	1960.0
25 Larlac St	house	3					
101 Middle St	house	2	3.0	1.0	580.0	103.0	1950.0
23 Surrey St	house	2	1.0	3.0	591.0	102.0	1960.0
3/99 East St	flat	2					
15 Lawrence St	house	3					
1/22 Volga St	townhouse	3	2.0	2.0	234.0	115.0	2012.0
11 Dickinson St	house	2	1.0	1.0	359.0		1960.0
24 Talbot St	house	3	1.0	3.0	593.0	95.0	1965.0
24A South St	house	4	2.0	1.0	302.0		
35 Angus St	house	3	1.0	1.0	557.0		
19 Barbara St	house	3	1.0	3.0	610.0	142.0	1960.0
100 South St	house	2	1.0	1.0	249.0	2.0	1970.0
1/51 North St	townhouse	3					
13 Gish Ct	house	5	2.0	1.0	808.0		
6 Hyde St	house	3	1.0	2.0	597.0	132.0	1970.0
42 West St	house	3	2.0	4.0	560.0		
28 Gish Ct	house	4	2.0	2.0	672.0		1950.0
92 West St	house	2	1.0	1.0	613.0	92.0	1960.0
119 Middle St	house	4	1.0	4.0	588.0		
2/22 Volga St	townhouse	2	1.0	1.0	137.0	110.0	2012.0
15 Curtin Av	house	3					
2/91 East St	house	3					
107 Hilton St	house	3	1.0	2.0	556.0		
6 Mikado St	house	3	1.0	2.0	696.0	147.0	1950.0
25 East St	house	2	1.0	2.0	345.0	79.0	1990.0
14 Sutherland St	house	3	1.0	2.0	594.0		
38 Tassell St	house	2	1.0	1.0	612.0		
21 Volga St	house	2	1.0	4.0	360.0		
1/30 Grenville St	flat	2	1.0	1.0	228.0	87.0	1975.0
6/334 Hampton St	flat	2	1.0	1.0	0.0	74.0	1975.0
38 Myrtle Rd	house	4	3.0	2.0	701.0	320.0	2015.0
3/31 Thomas St	flat	2	1.0	1.0	832.0		
36 Thomas St	house	4	3.0	2.0	928.0	300.0	1904.0
27 David St	house	2					
6 Earlsfield Rd	house	4	2.0	3.0	688.0	187.0	1925.0
55 Holyrood St	house	4	1.0	2.0	803.0	160.0	
3 Kendall St	house	4	2.0	2.0	607.0	242.0	2011.0
7 Olive St	house	3	3.0	2.0	360.0	228.0	2003.0
108 Orlando St	townhouse	3	2.0	3.0	1402.0		
24A Smith St	house	3	1.0	2.0	289.0	109.0	1998.0
8/121 Thomas St	flat	2	1.0	1.0	0.0	85.0	1965.0
25 Thomas St	townhouse	4	1.0	1.0	692.0		
78 Thomas St	house	4	2.0	2.0	664.0		
1/5 Walker Av	townhouse	3					
2/524 Bluff Rd	house	5	2.0	2.0	434.0	168.0	
8 Bronte Ct	house	3	1.0	3.0	593.0	125.0	1955.0
9/36 Crisp St	flat	2					
1/88 Fewster Rd	flat	2	1.0	2.0	0.0	78.0	
37b Retreat Rd	townhouse	4					
35 Teddington Rd	house	3	1.0	2.0	765.0		
6b Poole Av	townhouse	4					
25a Teddington Rd	townhouse	3					
71b Teddington Rd	house	3	2.0	1.0	440.0	133.0	1995.0
1a Walker Av	townhouse	5					
3/46 Fewster Rd	flat	2	1.0	1.0	90.0	86.0	1985.0
5/440 Hampton St	flat	2	1.0	1.0	0.0	104.0	2005.0
131 Linacre Rd	house	4	1.0	1.0	723.0	90.0	1955.0
139 Linacre Rd	house	5	4.0	2.0	661.0		1960.0
154 Ludstone St	house	5	3.0	1.0	762.0	265.0	1940.0
84 Thomas St	house	5	3.0	2.0	543.0		
72b David St	townhouse	2	2.0	2.0	181.0		
66a Thomas St	house	3	2.0	3.0	373.0	113.0	1984.0
12 Grout St	house	5	2.0	2.0	625.0	217.0	1920.0
5 Lagnicourt St	house	3					
4 Bendigo St	house	4	3.0	3.0	760.0	325.0	1920.0
43 Fewster Rd	house	4	3.0	2.0	398.0	220.0	2014.0
30 Holyrood St	house	4	3.0	2.0	560.0		
54 Linacre Rd	house	4	3.0	4.0	615.0	248.0	1925.0
22 Margarita St	house	4	3.0	2.0	687.0		
42 Myrtle Rd	house	5	2.0	2.0	700.0	224.0	1950.0
9 Banks Av	townhouse	3					
1/1 Deakin St S	townhouse	3	3.0	2.0	0.0	255.0	1997.0
50 Earlsfield Rd	house	4	2.0	2.0	487.0		
78A Highett Rd	townhouse	3					
14 James Cr	house	2					
73 Linacre Rd	house	3	1.0	2.0	495.0		
70 Teddington Rd	house	3	1.0	1.0	767.0		
344 Hampton St	house	4	2.0	3.0	685.0		
199 Ludstone St	house	2	1.0	1.0	240.0	94.0	2001.0
310 Hampton St	house	4	1.0	2.0	1504.0	162.0	1900.0
27/78 Holyrood St	flat	2	1.0	2.0	0.0		
9 Foam St	house	4	2.0	2.0	393.0	280.0	2010.0
18 Kingston St	house	4	2.0	2.0	663.0		
65 Linacre Rd	house	5	3.0	4.0	670.0	413.0	2008.0
118 Ludstone St	house	2	1.0	1.0	801.0		1934.0
29 Olive St	house	4	2.0	3.0	450.0		
3/13 Foam St	flat	2	1.0	1.0	162.0		1970.0
3/308 Hampton St	flat	2	3.0	2.0	245.0		
9/11 Railway Cr	flat	2					
7 Austin Rd	house	3	2.0	2.0	357.0	120.0	1970.0
63 Beach Rd	house	2	1.0	1.0	319.0		
3/1 Edinburgh St	flat	3	1.0	1.0	195.0	115.0	1960.0
10/45 Grenville St	flat	2	2.0	2.0	0.0	78.0	2006.0
2/8 Grenville St	flat	2					
1/33 Holyrood St	house	3	2.0	2.0	413.0	137.0	1970.0
26 Teddington Rd	house	3	1.0	2.0	783.0		
39 Thorburn St	house	3					
5/52 Fewster Rd	house	2	1.0	2.0	141.0	75.0	1960.0
2b Carolyn St	house	3	2.0	2.0	277.0		2012.0
12 Foam St	house	4	2.0	4.0	802.0		1935.0
29 Thomas St	house	5	2.0	2.0	830.0	204.0	1901.0
1/3 Alicia St	flat	3					
75 Crisp St	house	5	3.0	2.0	760.0		1935.0
4/308 Hampton St	flat	2	2.0	1.0	225.0	118.0	1970.0
30 James Cr	house	3					
6/63 Linacre Rd	townhouse	3	2.0	1.0	211.0		2000.0
5b Ocean St	flat	3	2.0	2.0	0.0		
3 Smith St	house	2	1.0	2.0	581.0		
407/427 Hampton St	flat	1					
70 Highett Rd	house	5	2.0	2.0	648.0	364.0	1950.0
5a James Cr	house	3					
11 Kerferd St	house	3	1.0	2.0	569.0		
21 Kerferd St	house	3					
4/32 Linacre Rd	flat	2	1.0	2.0	153.0		1970.0
58 Teddington Rd	house	3	2.0	2.0	320.0		
11 Conifer St	flat	2	2.0	2.0	677.0		
29 Grenville St	house	3	2.0	2.0	413.0		
1/3 Littlewood St	flat	2	1.0	1.0	266.0		1970.0
6 Valerian St	house	4	2.0	0.0	611.0	613.0	1950.0
107 Willis St	house	5	3.0	2.0	694.0	323.0	2011.0
31 Avondale St	house	4	2.0	2.0	718.0	223.0	1930.0
4 Bayside Cr	townhouse	3					
3 Hudson St	house	3	2.0	2.0	602.0	188.0	1940.0
50 Holyrood St	house	4	3.0	4.0	583.0	305.0	2000.0
6/45 Grenville St	townhouse	2	2.0	2.0	0.0	98.0	2006.0
1/237 Hampton St	flat	1	1.0	1.0	0.0		
2/95 Thomas St	townhouse	3	2.0	1.0	355.0	140.0	1987.0
29 Barnett St	townhouse	4	3.0	2.0	429.0	240.0	2005.0
2/442 Bluff Rd	flat	2	1.0	2.0	282.0		
53 Bridge St	house	4	3.0	2.0	627.0	303.0	1997.0
5/46 Fewster Rd	flat	2	1.0	1.0	0.0		
17/93 Highett Rd	flat	2	2.0	1.0	0.0	70.0	2007.0
1 Ivison Wy	house	3					
3/56 Beach Rd	flat	2	1.0	2.0	3414.0		
3/22 Holyrood St	townhouse	3	2.0	2.0	224.0		1999.0
146b Ludstone St	townhouse	3					
3/8 Alicia St	flat	2	1.0	1.0	0.0	61.0	1970.0
64 Earlsfield Rd	house	4	3.0	2.0	562.0	228.0	1950.0
7/31 Littlewood St	flat	2	1.0	1.0	217.0		
10 Talbot St	house	4	3.0	2.0	1093.0		
1/514 Bluff Rd	townhouse	3	2.0	2.0	0.0		
28 Holyrood St	house	5	2.0	2.0	548.0	316.0	1910.0
8 Lagnicourt St	house	4					
91A Linacre Rd	townhouse	2	2.0	1.0	0.0	148.0	
49 Service St	house	4	3.0	2.0	414.0	209.0	1950.0
136 Thomas St	house	1	2.0	0.0	994.0		
15 Avelin St	house	4	2.0	1.0	667.0	184.0	1935.0
17 Bolton Av	house	5					
2/22 Fewster Rd	house	3					
9a Field St	house	4					
107 Linacre Rd	house	4	2.0	4.0	832.0		
146a Ludstone St	townhouse	4					
41 Orlando St	house	4	2.0	1.0	577.0	231.0	1940.0
19a Swyer St	house	3					
